basket_id,sample_type,close_reason,final_pl,entry_rows,hedge_rows,close_rows,max_concurrent_positions,leg_pl_sum,gross_leg_abs_sum,gross_to_net_ratio,margin_at_hs_min,margin_at_hedge_min,open_time_gate
JUNE_C_SHADOW_ON_50000_M5_20260601_20260630_B0023,june_post,HardStop,-3917.00,0,1,2,2,-3917,37561,9.59,NA,5865.9,INTERVAL_ONLY
JUNE_C_SHADOW_ON_50000_M5_20260601_20260630_B0024,june_post,BasketClose,305.00,1,0,1,1,305,305,1.00,NA,NA,EXACT
JUNE_C_SHADOW_ON_50000_M5_20260601_20260630_B0025,june_post,BasketClose,302.00,1,0,1,1,302,302,1.00,NA,NA,EXACT
JUNE_C_SHADOW_ON_50000_M5_20260601_20260630_B0026,june_post,HardStop,-3834.00,0,1,2,2,-3834,49660,12.95,NA,5620.9,INTERVAL_ONLY
JUNE_C_SHADOW_ON_50000_M5_20260601_20260630_B0027,june_post,BasketClose,306.00,1,0,1,1,306,306,1.00,NA,NA,EXACT
JUNE_C_SHADOW_ON_50000_M5_20260601_20260630_B0028,june_post,BasketClose,306.00,1,0,1,1,306,306,1.00,NA,NA,EXACT
JUNE_C_SHADOW_ON_50000_M5_20260601_20260630_B0029,june_post,BasketClose,301.00,1,0,1,1,301,301,1.00,NA,NA,EXACT
JUNE_C_SHADOW_ON_50000_M5_20260601_20260630_B0030,june_post,BasketClose,304.00,0,0,1,1,304,304,1.00,NA,NA,INTERVAL_ONLY
JUNE_C_SHADOW_ON_50000_M5_20260601_20260630_B0031,june_post,BasketClose,301.00,1,0,1,1,301,301,1.00,NA,NA,EXACT
JUNE_C_SHADOW_ON_50000_M5_20260601_20260630_B0032,june_post,BasketClose,303.00,0,0,1,1,303,303,1.00,NA,NA,INTERVAL_ONLY
JUNE_C_SHADOW_ON_50000_M5_20260601_20260630_B0033,june_post,BasketClose,303.00,1,0,1,1,303,303,1.00,NA,NA,EXACT
JUNE_C_SHADOW_ON_50000_M5_20260601_20260630_B0034,june_post,BasketClose,303.00,1,0,1,1,303,303,1.00,NA,NA,EXACT
JUNE_C_SHADOW_ON_50000_M5_20260601_20260630_B0035,june_post,BasketClose,303.00,1,0,1,1,303,303,1.00,NA,NA,EXACT
JUNE_C_SHADOW_ON_50000_M5_20260601_20260630_B0036,june_post,BasketClose,303.00,1,0,1,1,303,303,1.00,NA,NA,EXACT
JUNE_C_SHADOW_ON_50000_M5_20260601_20260630_B0037,june_post,BasketClose,301.00,1,0,1,1,301,301,1.00,NA,NA,EXACT
JUNE_C_SHADOW_ON_50000_M5_20260601_20260630_B0038,june_post,BasketClose,305.00,1,0,1,1,305,305,1.00,NA,NA,EXACT
JUNE_C_SHADOW_ON_50000_M5_20260601_20260630_B0039,june_post,BasketClose,301.00,1,0,1,1,301,301,1.00,NA,NA,EXACT
JUNE_C_SHADOW_ON_50000_M5_20260601_20260630_B0040,june_post,BasketClose,301.00,1,0,1,1,301,301,1.00,NA,NA,EXACT
JUNE_C_SHADOW_ON_50000_M5_20260601_20260630_B0041,june_post,BasketClose,302.00,1,0,1,1,302,302,1.00,NA,NA,EXACT
JUNE_C_SHADOW_ON_50000_M5_20260601_20260630_B0042,june_post,BasketClose,304.00,1,0,1,1,304,304,1.00,NA,NA,EXACT
JUNE_C_SHADOW_ON_50000_M5_20260601_20260630_B0043,june_post,BasketClose,303.00,1,0,1,1,303,303,1.00,NA,NA,EXACT
JUNE_C_SHADOW_ON_50000_M5_20260601_20260630_B0044,june_post,BasketClose,301.00,1,0,1,1,301,301,1.00,NA,NA,EXACT
JUNE_C_SHADOW_ON_50000_M5_20260601_20260630_B0045,june_post,BasketClose,303.00,1,0,1,1,303,303,1.00,NA,NA,EXACT
JUNE_C_SHADOW_ON_50000_M5_20260601_20260630_B0046,june_post,BasketClose,303.00,1,0,1,1,303,303,1.00,NA,NA,EXACT
JUNE_C_SHADOW_ON_50000_M5_20260601_20260630_B0047,june_post,BasketClose,303.00,1,0,1,1,303,303,1.00,NA,NA,EXACT
JUNE_C_SHADOW_ON_50000_M5_20260601_20260630_B0048,june_post,DEINIT_ACTIVE_BASKET,-2966.00,0,1,0,2,NA,NA,NA,NA,6138.6,INTERVAL_ONLY
